db,profile_id,canbox_row_id,company_id,company_en,company_ch,company_name,carset_id,carset_en,carset_ch,carset_name,cartype_id,cartype_en,cartype_ch,cartype_name,canbox_en,canbox_ch,canbox_name,disp,limit_text,limit_byid,horv,cartype_msg,hits
canbus.db,76,45,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,631,CRV,CRV,本田CRV,2012.CRV.Old Box,2012款.CRV.老盒子,威驰本田12款CRV(老盒子),1,,,,,hiworld
canbus.db,173,46,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,632,CIVIC,思域,本田思域,2014.LOW.Old Box,2014款.低配.老盒子,威驰14款思域低配(老盒子),0,,,,,hiworld
canbus.db,297,47,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,631,CRV,CRV,本田CRV,2015.Right.Old Box,2015款.带右视.老盒子,威驰15款CRV带右视(老盒子),0,,,,,hiworld
canbus.db,65833,48,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,631,CRV,CRV,本田CRV,2015.No Right.Old Box,2015款.不带右视.老盒子,威驰15款CRV不带右视(老盒子),0,,,,,hiworld
canbus.db,67,49,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,632,CIVIC,思域,本田思域,2012.Old Box,2012款.老盒子,威驰本田12款思域(老盒子),1,,,,,hiworld
canbus.db,262465,50,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,632,CIVIC,思域,本田思域,2016,2016款,威驰16款思域,1,,,,,hiworld
canbus.db,459073,51,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,631,CRV,CRV,本田CRV,2017,2017款,威驰17款CRV,0,,,,,hiworld
canbus.db,590145,52,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,631,CRV,CRV,本田CRV,2017.MID,2017款.中配,威驰本田17CRV中配,0,,,,,hiworld
canbus.db,524609,53,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,631,CRV,CRV,本田CRV,2017.HIGH,2017款.高配,威驰本田 17CRV高配,0,,,,,hiworld
canbus.db,65,54,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,33,Jade,杰德,杰德,HiWord,威驰,威驰,0,,,,,hiworld
canbus.db,59,55,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,31,Accord,雅阁,雅阁,VW(L).ZYC,威驰(低配)-众易畅专用,威驰(低配)-众易畅专用,0,,,,,hiworld
canbus.db,37,56,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,32,Accord 9,雅阁9,雅阁9,High,高配,威驰(高配)导航主机屏,1,,,,,hiworld
canbus.db,131109,57,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,32,Accord 9,雅阁9,雅阁9,High.CAR,高配.带摄像头,威驰(高配)原车屏,1,,,,,hiworld
canbus.db,42,58,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,32,Accord 9,雅阁9,雅阁9,VW(L)OLD,威驰(低配)老款,威驰(低配)老款,1,,,,,hiworld
canbus.db,65578,59,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,32,Accord 9,雅阁9,雅阁9,2016(L),2016款.低配,威驰16款(低配),1,,,,,hiworld
canbus.db,131114,60,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,32,Accord 9,雅阁9,雅阁9,2016(L) No reversing,2016款.低配不显示倒车,威驰16款(低配不显示倒车),1,,,,,hiworld
canbus.db,721217,61,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,31,Accord,雅阁,雅阁,2018-2021,2018-2021款,威驰雅阁2018-2021,1,,,,,hiworld
canbus.db,64,62,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,34,CRIDER,凌派,凌派,NOT ALL,非全兼容,威驰,1,,,,,hiworld
canbus.db,131393,63,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,34,CRIDER,凌派,凌派,2016.RIGHT.ALL,2016款.右视.全兼容,威驰凌派16款,1,,,,,hiworld
canbus.db,196929,64,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,34,CRIDER,凌派,凌派,2016.ALL,2016款.全兼容,威驰凌派16款,1,,,,,hiworld
canbus.db,65857,65,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,35,City,锋范,锋范,2015-Present,2015款至今,威驰锋范哥瑞,1,,,,,hiworld
canbus.db,108,66,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,36,Crosstour,歌诗图,歌诗图,NOT ALL,非全兼容盒子,威驰,1,,,,,hiworld
canbus.db,328001,67,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,37,GuanDao,冠道,歌诗图,2017,2017款,威驰,1,,,,,hiworld
canbus.db,393537,68,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,37,GuanDao,冠道,歌诗图,2017.AMP,2017款.功放,威驰,1,,,,,hiworld
canbus.db,196774,69,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,38,Odyssey,奥德赛,奥德赛,2007,2007款,威驰07款奥德赛 2017-5-25,1,,,,,hiworld
canbus.db,166,70,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,38,Odyssey,奥德赛,奥德赛,2009-2014.NO CD,2009-2014款.拆除原车CD,威驰09-14款本田奥德赛拆原车CD,1,,,,,hiworld
canbus.db,192,71,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,1164,VEZEL,缤智,缤智,2015.HIGH,2015款.高配,威驰15款本田缤智高配,0,,,,,hiworld
canbus.db,65728,72,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,1164,VEZEL,缤智,缤智,2015.LOW,2015款.低配,威驰15款本田缤智低配,0,,,,,hiworld
canbus.db,197051,73,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,39,ELYSION,艾力绅,艾力绅,2012,2012款,12款,1,,,,,hiworld
canbus.db,321,74,2,HIWORLD,威驰,威驰,5,Honda,本田,本田,3,ALL,兼容,兼容,ALL,全兼容,威驰,1,,,,,hiworld
canbus.db,2031910,75,2,HIWORLD,威驰,威驰,6,Toyota,丰田,丰田,40,Camry,凯美瑞,凯美瑞,2017-Present,2017款-至今,威驰18款,1,,,,,hiworld
canbus.db,196902,76,2,HIWORLD,威驰,威驰,6,Toyota,丰田,丰田,40,Camry,凯美瑞,凯美瑞,2012-2013,2012-2013款,威驰丰田全兼容,0,,,,,hiworld
canbus.db,65830,77,2,HIWORLD,威驰,威驰,6,Toyota,丰田,丰田,41,REZI,锐志,锐志,Toyota.ALL,全兼容,威驰丰田全兼容,1,,,,,hiworld
canbus.db,459046,78,2,HIWORLD,威驰,威驰,6,Toyota,丰田,丰田,42,RAV4,RAV4,RAV4,2013-2016,2013-2016款,威驰16款低,1,,,,,hiworld
canbus.db,524582,79,2,HIWORLD,威驰,威驰,6,Toyota,丰田,丰田,42,RAV4,RAV4,RAV4,2013-2016.High,2013-2016款.高配,威驰16款高,1,,,,,hiworld
canbus.db,131366,80,2,HIWORLD,威驰,威驰,6,Toyota,丰田,丰田,42,RAV4,RAV4,RAV4,ALL,全兼容,威驰丰田全兼容,0,,,,,hiworld
canbus.db,262438,81,2,HIWORLD,威驰,威驰,6,Toyota,丰田,丰田,43,COROLLA,卡罗拉,汉兰达,ALL,全兼容,威驰丰田全兼容,0,,,,,hiworld
canbus.db,327974,82,2,HIWORLD,威驰,威驰,6,Toyota,丰田,丰田,44,Highlander,汉兰达,汉兰达,2022-Present,2022款至今,威驰丰田全兼容,1,,,,,hiworld
canbus.db,1966374,83,2,HIWORLD,威驰,威驰,6,Toyota,丰田,丰田,45,PRADO,霸道,霸道,2018-Present,2018款至今,威驰18款,1,,,,,hiworld
canbus.db,2097446,84,2,HIWORLD,威驰,威驰,6,Toyota,丰田,丰田,45,PRADO,霸道,霸道,2018-Present.AMP,2018款至今高配,威驰18款,1,,,,,hiworld
canbus.db,2162982,85,2,HIWORLD,威驰,威驰,6,Toyota,丰田,丰田,45,PRADO,霸道,霸道,2010-2013,2010-2013款,威驰10-16款,1,,,,,hiworld
canbus.db,2228518,86,2,HIWORLD,威驰,威驰,6,Toyota,丰田,丰田,45,PRADO,霸道,霸道,2010-2013.AMP,2010-2013款带功放,威驰10-16款带功放,1,,,,,hiworld
canbus.db,420,87,2,HIWORLD,威驰,威驰,6,Toyota,丰田,丰田,46,CROWN,皇冠,皇冠,13.LOW,13代.低配,威驰13代皇冠低配,1,,,,,hiworld
canbus.db,65956,88,2,HIWORLD,威驰,威驰,6,Toyota,丰田,丰田,46,CROWN,皇冠,皇冠,2010,2010款,威驰丰田黄影,0,,,,,hiworld
canbus.db,294,89,2,HIWORLD,威驰,威驰,6,Toyota,丰田,丰田,3,ALL,兼容,兼容,ALL,威驰,威驰,1,,,,,hiworld
canbus.db,430,90,2,HIWORLD,威驰,威驰,7,Nissan,日产,日产,48,TEANA,天籁,天籁,2003-2007,2003-2007款),威驰03-07款,1,,,,,hiworld
canbus.db,1180091,91,2,HIWORLD,威驰,威驰,7,Nissan,日产,日产,48,TEANA,天籁,天籁,2008-2012,2008-2012款,威驰03-07款,1,,,,,hiworld
canbus.db,38,92,2,HIWORLD,威驰,威驰,7,Nissan,日产,日产,48,TEANA,天籁,天籁,2013,2013款,威驰13款,1,,,,,hiworld
canbus.db,65574,93,2,HIWORLD,威驰,威驰,7,Nissan,日产,日产,48,TEANA,天籁,天籁,2019,2019款,威驰19款,1,,,,,hiworld
canbus.db,101,94,2,HIWORLD,威驰,威驰,7,Nissan,日产,日产,891,TRAIL,奇骏,奇骏,2014.HAND,2014款.手动空调,威驰日产14款奇骏TRAIL(手动空调),1,,,,,hiworld
canbus.db,131173,95,2,HIWORLD,威驰,威驰,7,Nissan,日产,日产,891,TRAIL,奇骏,奇骏,2014.AUTO,2014款.自动空调,威驰日产14款奇骏TRAIL(自动空调),1,,,,,hiworld
canbus.db,393317,96,2,HIWORLD,威驰,威驰,7,Nissan,日产,日产,891,TRAIL,奇骏,奇骏,2017,2017款,威驰日产17款奇骏TRAIL,1,,,,,hiworld
canbus.db,458853,97,2,HIWORLD,威驰,威驰,7,Nissan,日产,日产,891,TRAIL,奇骏,奇骏,2017.HIGH.360View,2017款.高配带全景,威驰日产17款奇骏TRAIL高配带全景,1,,,,,hiworld
canbus.db,322,98,2,HIWORLD,威驰,威驰,7,Nissan,日产,日产,50,MURANO,楼兰,楼兰,HiWord(L).ALL,威驰(低配)全兼容,威驰(低配)全兼容,1,,,,,hiworld
canbus.db,65858,99,2,HIWORLD,威驰,威驰,7,Nissan,日产,日产,50,MURANO,楼兰,楼兰,HiWord(M).ALL,威驰(中配)全兼容,威驰(中配)全兼容,1,,,,,hiworld
canbus.db,131394,100,2,HIWORLD,威驰,威驰,7,Nissan,日产,日产,50,MURANO,楼兰,楼兰,HiWord(H).ALL,威驰(高配)全兼容,威驰(高配)全兼容,1,,,,,hiworld
canbus.db,196930,101,2,HIWORLD,威驰,威驰,7,Nissan,日产,日产,51,CIMA,西玛,西玛,HiWord,威驰,威驰不带功放,1,,,,,hiworld
canbus.db,262466,102,2,HIWORLD,威驰,威驰,7,Nissan,日产,日产,51,CIMA,西玛,西玛,HiWord.AMP,威驰.带功放,威驰带功放,1,,,,,hiworld
canbus.db,327781,103,2,HIWORLD,威驰,威驰,7,Nissan,日产,日产,52,Patrol,途乐,途乐,HiWord,威驰,威驰,1,,,,,hiworld
canbus.db,351,104,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,72,K5,K5,K5,2016,2016款,威驰16款,0,,,,,hiworld;kia;hyundai;k5
canbus.db,2359739,105,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,68,Sonata9,索纳塔9,索纳塔9,2015,2015款,威驰现代起亚全兼容 索纳塔9,1,,,,,hiworld;kia;hyundai;sonata
canbus.db,459195,106,2,HIWORLD,威驰,威驰,45,Mazda,马自达,马自达,54,MAZDA3,马自达3,MAZDA3,ALL,全兼容,威驰(全兼容盒子）,1,,,,,hiworld
canbus.db,524731,107,2,HIWORLD,威驰,威驰,45,Mazda,马自达,马自达,55,MAZDA5,马自达5,5,ALL,全兼容,威驰(全兼容盒子）,1,,,,,hiworld
canbus.db,150,108,2,HIWORLD,威驰,威驰,45,Mazda,马自达,马自达,56,6,6,6,HiWord,威驰,威驰,0,,,,,hiworld
canbus.db,393659,109,2,HIWORLD,威驰,威驰,45,Mazda,马自达,马自达,56,6,6,6,ALL,全兼容,威驰(全兼容盒子）,1,,,,,hiworld
canbus.db,852411,110,2,HIWORLD,威驰,威驰,45,Mazda,马自达,马自达,57,7,7,7,ALL,全兼容,威驰(全兼容盒子）,1,,,,,hiworld
canbus.db,590267,111,2,HIWORLD,威驰,威驰,45,Mazda,马自达,马自达,58,8,8,8,ALL,全兼容,威驰(全兼容盒子）,1,,,,,hiworld
canbus.db,917947,112,2,HIWORLD,威驰,威驰,45,Mazda,马自达,马自达,59,CX4,CX4,CX4,ALL,全兼容,威驰(低配),1,,,,,hiworld
canbus.db,65957,113,2,HIWORLD,威驰,威驰,45,Mazda,马自达,马自达,60,CX5,CX5,CX5,HiWord,威驰,威驰(低配),0,,,,,hiworld
canbus.db,786875,114,2,HIWORLD,威驰,威驰,45,Mazda,马自达,马自达,60,CX5,CX5,CX5,ALL,全兼容,威驰(全兼容盒子）,1,,,,,hiworld
canbus.db,136,115,2,HIWORLD,威驰,威驰,45,Mazda,马自达,马自达,61,CX7,CX7,CX7,Low,低配,威驰(低配),0,,,,,hiworld
canbus.db,65672,116,2,HIWORLD,威驰,威驰,45,Mazda,马自达,马自达,61,CX7,CX7,CX7,High,高配,威驰(高配),0,,,,,hiworld
canbus.db,1049019,117,2,HIWORLD,威驰,威驰,45,Mazda,马自达,马自达,61,CX7,CX7,CX7,ALL,全兼容,威驰(全兼容盒子）,1,,,,,hiworld
canbus.db,655803,118,2,HIWORLD,威驰,威驰,45,Mazda,马自达,马自达,61,CX7,CX7,CX7,ALL(H),全兼容.高配,威驰(全兼容盒子）,1,,,,,hiworld
canbus.db,421,119,2,HIWORLD,威驰,威驰,45,Mazda,马自达,马自达,62,Axela,昂克赛拉,昂科赛拉,HiWord,威驰,威驰,0,,,,,hiworld
canbus.db,721339,120,2,HIWORLD,威驰,威驰,45,Mazda,马自达,马自达,62,Axela,昂克赛拉,昂科赛拉,2014-2019,2014-2019款,威驰(全兼容盒子）,1,,,,,hiworld
canbus.db,983483,121,2,HIWORLD,威驰,威驰,45,Mazda,马自达,马自达,63,ATENZA,阿特兹,阿特兹,ALL,全兼容,威驰(全兼容盒子）,1,,,,,hiworld
canbus.db,162,122,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,64,IX35,IX35,IX35,Low,低配,威驰(低配),0,,,,,hiworld;kia;hyundai;ix35
canbus.db,65698,123,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,64,IX35,IX35,IX35,Mid,中配,威驰(中配),0,,,,,hiworld;kia;hyundai;ix35
canbus.db,131234,124,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,64,IX35,IX35,IX35,High,高配,威驰(高配),0,,,,,hiworld;kia;hyundai;ix35
canbus.db,55,125,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,65,IX45,IX45,IX45,Low,低配,威驰(低配),0,,,,,hiworld;kia;hyundai;ix45
canbus.db,131127,126,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,65,IX45,IX45,IX45,High,高配,威驰(高配),0,,,,,hiworld;kia;hyundai;ix45
canbus.db,66,127,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,66,MISTRA,名图##(睿志城-名图)兼容：领动...,名图,Low,低配,威驰(低配),0,,,,,hiworld;kia;hyundai
canbus.db,65602,128,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,66,MISTRA,名图##(睿志城-名图)兼容：领动...,名图,Mid,中配,威驰(中配),0,,,,,hiworld;kia;hyundai
canbus.db,131138,129,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,66,MISTRA,名图##(睿志城-名图)兼容：领动...,名图,High,高配,威驰(高配),0,,,,,hiworld;kia;hyundai
canbus.db,131466,130,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,66,MISTRA,名图##(睿志城-名图)兼容：领动...,名图,2016,2016款,威驰16款,0,,,,,hiworld;kia;hyundai
canbus.db,197002,131,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,66,MISTRA,名图##(睿志城-名图)兼容：领动...,名图,2016.amp,2016款.带功放,威驰16款,0,,,,,hiworld;kia;hyundai
canbus.db,75,132,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,67,Sonata,索纳塔,索纳塔,Hiword,威驰,威驰,1,,,,,hiworld;kia;hyundai;sonata
canbus.db,459146,133,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,68,Sonata9,索纳塔9,索纳塔9,2017,2017款,威馳17,0,,,,,hiworld;kia;hyundai;sonata
canbus.db,5682,134,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,68,Sonata9,索纳塔9,索纳塔9,2017.AMP,2017款.功放,威馳17,0,,,,,hiworld;kia;hyundai;sonata
canbus.db,590218,135,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,68,Sonata9,索纳塔9,索纳塔9,2018,2018款,威馳18,0,,,,,hiworld;kia;hyundai;sonata
canbus.db,655754,136,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,68,Sonata9,索纳塔9,索纳塔9,2018.AMP,2018款.功放,威馳18,0,,,,,hiworld;kia;hyundai;sonata
canbus.db,366,137,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,69,tucson,途胜,途胜,2016,2016款,威驰16款,1,,,,,hiworld;kia;hyundai;tucson
canbus.db,65930,138,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,70,Ling Dong,领动,领动,2016,2016款,威驰16款,1,,,,,hiworld;kia;hyundai
canbus.db,721290,139,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,71,Encino,昂西诺,昂西诺,2018,2018款,威驰16款,1,,,,,hiworld;kia;hyundai
canbus.db,1704379,140,2,HIWORLD,威驰,威驰,7,Nissan,日产,日产,53,RICH6,锐骐6,锐骐6,Hiword,威驰,威驰,1,,,,,hiworld
canbus.db,394,141,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,73,KX5,KX5,Kx5,2016,2016款,威驰16款,1,,,,,hiworld;kia;hyundai
canbus.db,328074,142,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,74,KX7,KX7,Kx7,2017,2017款,威馳17,0,,,,,hiworld;kia;hyundai
canbus.db,393610,143,2,HIWORLD,威驰,威驰,8,Hyundai/KIA,现代起亚全兼容,现代起亚全兼容,74,KX7,KX7,Kx7,2017.AMP,2017款.功放,威馳17,0,,,,,hiworld;kia;hyundai
