category,function,direction,dbc_bus,dbc_id_hex,dbc_name,dbc_signals,log_marker,observed_channel,observed_bitrate,observed_id_hex,observed_dlc,observed_signal_or_byte,off_value,on_value,confidence,status,implementation_type,implementation_note
body,trunk_mirror,car_to_adapter,M-CAN,0x1EB,GW_DDM_PE,C_TrunkStatus,trunk_open_close_done,ch0,100000,0x1EB,8,unique=2; count=12140; first=00 08 00 00 00 00 00 00; last=00 08 00 00 00 00 00 00; samples=00 08 00 00 00 00 00 00 | 00 00 00 00 00 00 00 00,00 08 00 00 00 00 00 00,,0.3,seen_in_log,mirror_to_hu,evidence marker=trunk_open_close_done
body,hood,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_HoodSw,hood_open_close_done_contaminated_with_driver_door,ch1,500000,0x541,8,unique=5; count=682; first=00 00 41 00 C0 00 00 01; last=00 00 41 00 C0 00 00 01; samples=00 00 41 00 C0 00 00 01 | 00 01 41 00 C0 00 00 01 | 00 00 43 00 C0 00 00 01 | 00 01 43 00 C0 00 00 01,00 00 41 00 C0 00 00 01,,0.3,seen_in_log,read_only,evidence marker=hood_open_close_done_contaminated_with_driver_door
body,lock_unlock,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_RKECmd; CF_Gway_DrvKeyLockSw; CF_Gway_DrvKeyUnlockSw; CF_Gway_PassiveAccessLock; CF_Gway_PassiveAccessUnlock,central_lock_lock_unlock_2x_done,ch1,500000,0x541,8,unique=1; count=382; first=00 00 41 00 C0 00 00 01; last=00 00 41 00 C0 00 00 01; samples=00 00 41 00 C0 00 00 01,00 00 41 00 C0 00 00 01,,0.1,seen_constant,read_only,evidence marker=central_lock_lock_unlock_2x_done
body,driver_seatbelt,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_DrvSeatBeltSw,global_all_log,ch1,500000,0x541,8,unique=30; count=25756; first=03 00 41 00 C0 00 00 01; last=03 00 41 00 C0 00 00 01; samples=03 00 41 00 C0 00 00 01 | 00 00 41 00 C0 00 00 01 | 00 01 41 00 C0 00 00 01 | 00 00 41 00 C8 00 00 01,03 00 41 00 C0 00 00 01,,0.3,seen_in_log,read_only,evidence marker=global_all_log
body,passenger_seatbelt,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_AstSeatBeltSw,global_all_log,ch1,500000,0x541,8,unique=30; count=25756; first=03 00 41 00 C0 00 00 01; last=03 00 41 00 C0 00 00 01; samples=03 00 41 00 C0 00 00 01 | 00 00 41 00 C0 00 00 01 | 00 01 41 00 C0 00 00 01 | 00 00 41 00 C8 00 00 01,03 00 41 00 C0 00 00 01,,0.3,seen_in_log,read_only,evidence marker=global_all_log
body,sunroof_open_state,car_to_adapter,C-CAN,0x541,CGW1,C_SunRoofOpenState; CF_Gway_RrSunRoofOpenState,ignition_on_engine_off_and_sunroof_3x_open_close_done,ch1,500000,0x541,8,unique=4; count=442; first=00 00 41 00 C0 00 00 01; last=03 00 41 00 C0 00 00 01; samples=00 00 41 00 C0 00 00 01 | 02 00 41 00 C0 00 00 01 | 03 00 41 00 C0 00 00 01 | 03 00 41 00 C0 00 00 03,00 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,0.3,seen_in_log,read_only,evidence marker=ignition_on_engine_off_and_sunroof_3x_open_close_done
body,window_states,car_to_adapter,C-CAN,0x559,CGW4,CF_Gway_DrvWdwStat; CF_Gway_AstWdwStat; CF_Gway_RLWdwState; CF_Gway_RRWdwState,ignition_on_driver_window_down_up_done,ch1,500000,0x559,8,unique=2; count=171; first=00 40 00 00 00 00 00 40; last=00 40 00 00 20 00 00 40; samples=00 40 00 00 00 00 00 40 | 00 40 00 00 20 00 00 40,00 40 00 00 00 00 00 40,00 40 00 00 20 00 00 40,0.3,seen_in_log,read_only,evidence marker=ignition_on_driver_window_down_up_done
comfort,steering_wheel_heater_state,car_to_adapter,C-CAN,0x559,CGW4,CF_Gway_StrgWhlHeatedState,heated_steering_wheel_on_off_4x_done,ch1,500000,0x559,8,unique=2; count=236; first=00 40 00 00 20 00 00 40; last=00 40 00 00 20 00 00 40; samples=00 40 00 00 20 00 00 40 | 10 40 00 00 20 00 00 40,00 40 00 00 20 00 00 40,,0.3,seen_in_log,read_only,evidence marker=heated_steering_wheel_on_off_4x_done
body,outside_temperature,car_to_adapter,C-CAN,0x383,FATC11,CR_Fatc_OutTemp,final_baseline_end_stop_capture_next,ch1,500000,0x383,8,unique=32; count=503; first=00 20 72 71 8D 00 00 AE; last=00 20 92 71 8E 00 00 4D; samples=00 20 72 71 8D 00 00 AE | 00 20 82 71 8D 00 00 5E | 00 20 E2 71 8D 00 00 3E | 00 20 F2 71 8D 00 00 2E,00 20 72 71 8D 00 00 AE,00 20 92 71 8E 00 00 4D,0.3,seen_in_log,read_only,evidence marker=final_baseline_end_stop_capture_next
body,engine_temperature,car_to_adapter,C-CAN,0x329,EMS12,TEMP_ENG,engine_started_steering_left_center_right_cycles_done_ignition_off,ch1,500000,0x329,8,unique=59; count=9012; first=E2 B0 7F 12 11 2B 00 18; last=80 AB 7F 12 11 2A 00 18; samples=E2 B0 7F 12 11 2B 00 18 | 0F B0 7F 12 11 2B 00 18 | 40 B0 7F 12 11 2B 00 18 | 80 B0 7F 12 11 2B 00 18,E2 B0 7F 12 11 2B 00 18,80 AB 7F 12 11 2A 00 18,0.3,seen_in_log,read_only,evidence marker=engine_started_steering_left_center_right_cycles_done_ignition_off
body,battery_voltage,car_to_adapter,C-CAN,0x545,EMS14,VB,final_baseline_end_stop_capture_next,ch1,500000,0x545,8,unique=20; count=91; first=D8 69 00 8C 00 00 00 BA; last=D8 6A 00 8C 00 00 00 BA; samples=D8 69 00 8C 00 00 00 BA | D8 6E 00 8C 00 00 00 BA | D8 6A 00 8C 00 00 00 BA | D8 68 00 8D 00 00 00 BA,D8 69 00 8C 00 00 00 BA,D8 6A 00 8C 00 00 00 BA,0.3,seen_in_log,read_only,evidence marker=final_baseline_end_stop_capture_next
motion,vehicle_speed_ems,car_to_adapter,C-CAN,0x316,EMS11,VS,engine_started_steering_left_center_right_cycles_done_ignition_off,ch1,500000,0x316,8,unique=200; count=8981; first=05 02 00 00 02 14 00 80; last=04 00 00 00 00 14 00 6F; samples=05 02 00 00 02 14 00 80 | 05 02 B0 01 02 14 00 80 | 05 02 BC 01 02 14 00 80 | 05 02 F8 01 02 14 00 80,05 02 00 00 02 14 00 80,04 00 00 00 00 14 00 6F,0.3,seen_in_log,read_only,evidence marker=engine_started_steering_left_center_right_cycles_done_ignition_off
motion,vehicle_speed_wheels,car_to_adapter,C-CAN,0x386,WHL_SPD11,WHL_SPD_FL; WHL_SPD_FR; WHL_SPD_RL; WHL_SPD_RR,engine_started_steering_left_center_right_cycles_done_ignition_off,ch1,500000,0x386,8,unique=80; count=5006; first=00 C0 00 80 00 40 00 80; last=00 C0 00 C0 00 40 00 80; samples=00 C0 00 80 00 40 00 80 | 00 00 00 C0 00 40 00 80 | 00 40 00 C0 00 40 00 80 | 00 80 00 C0 00 40 00 80,00 C0 00 80 00 40 00 80,00 C0 00 C0 00 40 00 80,0.3,seen_in_log,read_only,evidence marker=engine_started_steering_left_center_right_cycles_done_ignition_off
motion,rpm_ems,car_to_adapter,C-CAN,0x316,EMS11,N,engine_started_steering_left_center_right_cycles_done_ignition_off,ch1,500000,0x316,8,unique=200; count=8981; first=05 02 00 00 02 14 00 80; last=04 00 00 00 00 14 00 6F; samples=05 02 00 00 02 14 00 80 | 05 02 B0 01 02 14 00 80 | 05 02 BC 01 02 14 00 80 | 05 02 F8 01 02 14 00 80,05 02 00 00 02 14 00 80,04 00 00 00 00 14 00 6F,0.3,seen_in_log,read_only,evidence marker=engine_started_steering_left_center_right_cycles_done_ignition_off
motion,gear_selector,car_to_adapter,C-CAN,0x111,TCU11,G_SEL_DISP; GEAR_TYPE; SWI_GS,gear_sequence_P_R_N_D_N_R_P_brake_pressed_done,ch1,500000,0x111,8,unique=67; count=5560; first=00 40 61 FF 61 00 00 88; last=00 40 61 FF 62 00 00 F0; samples=00 40 61 FF 61 00 00 88 | 00 40 61 FF 61 00 00 4C | 00 40 61 FF 61 00 00 00 | 00 40 61 FF 61 00 00 C4,00 40 61 FF 61 00 00 88,00 40 61 FF 62 00 00 F0,0.3,seen_in_log,read_only,evidence marker=gear_sequence_P_R_N_D_N_R_P_brake_pressed_done
motion,gear_lvr,car_to_adapter,C-CAN,0x354,LVR11,CF_Lvr_GearInf,gear_p_r_n_d,,,,,,,,0.0,dbc_candidate,read_only,
motion,reverse_gear,car_to_adapter,C-CAN,0x111,TCU11,G_SEL_DISP,reverse_R_2x_done,ch1,500000,0x111,8,unique=12; count=4327; first=00 40 61 FF 64 00 00 58; last=00 40 61 FF 64 00 00 D0; samples=00 40 61 FF 64 00 00 58 | 00 40 61 FF 64 00 00 1C | 00 40 61 FF 64 00 00 D0 | 00 40 61 FF 64 00 00 94,00 40 61 FF 64 00 00 58,00 40 61 FF 64 00 00 D0,0.3,seen_in_log,read_only,evidence marker=reverse_R_2x_done
motion,steering_angle_sas,car_to_adapter,C-CAN,0x2B0,SAS11,SAS_Angle,engine_started_steering_left_center_right_cycles_done_ignition_off,ch1,500000,0x2B0,5,unique=200; count=8395; first=34 00 00 07 99; last=AA 0D 00 07 39; samples=34 00 00 07 99 | 34 00 00 07 AA | 34 00 00 07 BB | 34 00 00 07 CC,34 00 00 07 99,AA 0D 00 07 39,0.3,seen_in_log,read_only,evidence marker=engine_started_steering_left_center_right_cycles_done_ignition_off
motion,steering_angle_mdps,car_to_adapter,C-CAN,0x381,MDPS11,CR_Mdps_StrAng,engine_started_steering_left_center_right_cycles_done_ignition_off,ch1,500000,0x381,8,unique=200; count=4160; first=80 61 40 34 00 4E AA 07; last=80 61 40 AA 0D F6 D5 07; samples=80 61 40 34 00 4E AA 07 | 80 51 40 34 00 4F 9B 07 | 80 51 40 34 00 50 9C 07 | 80 61 40 34 00 51 AD 07,80 61 40 34 00 4E AA 07,80 61 40 AA 0D F6 D5 07,0.3,seen_in_log,read_only,evidence marker=engine_started_steering_left_center_right_cycles_done_ignition_off
motion,brake_pedal,car_to_adapter,C-CAN,0x394,TCS13,BrakeLight,brake_pedal_3x_done,ch1,500000,0x394,8,unique=132; count=2132; first=FE 23 00 00 FE 83 33 81; last=FC E3 00 00 FC 83 3B 81; samples=FE 23 00 00 FE 83 33 81 | FA 63 00 00 FA 83 37 81 | FD E3 00 00 FD 83 39 81 | FF 03 00 00 FF 83 33 81,FE 23 00 00 FE 83 33 81,FC E3 00 00 FC 83 3B 81,0.3,seen_in_log,read_only,evidence marker=brake_pedal_3x_done
motion,parking_brake,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_ParkBrakeSw,brake_pedal_3x_done,ch1,500000,0x541,8,unique=1; count=398; first=03 00 41 00 C0 00 00 01; last=03 00 41 00 C0 00 00 01; samples=03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,,0.1,seen_constant,read_only,evidence marker=brake_pedal_3x_done
lights,turn_left,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_TurnSigLh; CF_Gway_TSigLHSw,left_turn_signal_5_blinks_done,ch1,500000,0x541,8,unique=3; count=457; first=03 00 41 00 C0 00 00 01; last=03 00 41 00 C0 00 00 01; samples=03 00 41 00 C0 00 00 01 | 03 00 41 00 C0 04 00 01 | 03 00 49 00 C0 04 00 01,03 00 41 00 C0 00 00 01,,0.3,seen_in_log,read_only,evidence marker=left_turn_signal_5_blinks_done
lights,turn_right,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_TurnSigRh; CF_Gway_TSigRHSw,right_turn_signal_5_blinks_done,ch1,500000,0x541,8,unique=3; count=236; first=03 00 41 00 C0 00 00 01; last=03 00 41 00 C0 00 00 01; samples=03 00 41 00 C0 00 00 01 | 03 00 41 00 C0 02 00 41 | 03 00 41 00 C0 02 00 01,03 00 41 00 C0 00 00 01,,0.3,seen_in_log,read_only,evidence marker=right_turn_signal_5_blinks_done
lights,hazard,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_HazardSw,hazard_5_blinks_done,ch1,500000,0x541,8,unique=4; count=278; first=03 00 41 00 C0 00 00 01; last=03 00 41 00 C0 00 00 01; samples=03 00 41 00 C0 00 00 01 | 03 00 41 00 C2 00 00 01 | 03 00 49 00 C2 00 00 41 | 03 00 49 00 C0 00 00 41,03 00 41 00 C0 00 00 01,,0.3,seen_in_log,read_only,evidence marker=hazard_5_blinks_done
lights,low_beam,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_HeadLampLow; CF_Gway_LightSwState,light_switch_auto_to_lowbeam_to_auto_done,ch1,500000,0x541,8,unique=5; count=439; first=03 00 41 00 C0 00 00 01; last=03 00 41 00 C0 00 00 01; samples=03 00 41 00 C0 00 00 01 | 03 00 41 00 40 00 00 01 | 03 00 41 80 80 00 00 01 | 03 00 41 80 40 00 00 01,03 00 41 00 C0 00 00 01,,0.3,seen_in_log,read_only,evidence marker=light_switch_auto_to_lowbeam_to_auto_done
lights,high_beam,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_HeadLampHigh; CF_Gway_HLpHighSw; CF_Gway_PassingSW,highbeam_flash_3x_done,ch1,500000,0x541,8,unique=4; count=244; first=03 00 41 00 C0 00 00 01; last=03 00 41 00 C0 00 00 01; samples=03 00 41 00 C0 00 00 01 | 03 00 41 00 C0 00 08 01 | 03 00 41 80 C1 00 08 01 | 03 00 41 80 C1 00 00 01,03 00 41 00 C0 00 00 01,,0.3,seen_in_log,read_only,evidence marker=highbeam_flash_3x_done
lights,front_fog,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_Frt_Fog_Act,light_switch_auto_to_lowbeam_to_auto_done,ch1,500000,0x541,8,unique=5; count=439; first=03 00 41 00 C0 00 00 01; last=03 00 41 00 C0 00 00 01; samples=03 00 41 00 C0 00 00 01 | 03 00 41 00 40 00 00 01 | 03 00 41 80 80 00 00 01 | 03 00 41 80 40 00 00 01,03 00 41 00 C0 00 00 01,,0.3,seen_in_log,read_only,evidence marker=light_switch_auto_to_lowbeam_to_auto_done
lights,wipers,car_to_adapter,C-CAN,0x541,CGW1,CF_Gway_WiperIntSw; CF_Gway_WiperLowSw; CF_Gway_WiperHighSw; CF_Gway_WiperAutoSw; CF_Gway_WiperMistSw; CF_Gway_WiperIntT,global_all_log,ch1,500000,0x541,8,unique=30; count=25756; first=03 00 41 00 C0 00 00 01; last=03 00 41 00 C0 00 00 01; samples=03 00 41 00 C0 00 00 01 | 00 00 41 00 C0 00 00 01 | 00 01 41 00 C0 00 00 01 | 00 00 41 00 C8 00 00 01,03 00 41 00 C0 00 00 01,,0.3,seen_in_log,read_only,evidence marker=global_all_log
comfort,rear_wiper_state,car_to_adapter,C-CAN,0x559,CGW4,CF_Gway_RrWiperHighSw; CF_Gway_RrWiperLowSw,final_baseline_end_stop_capture_next,ch1,500000,0x559,8,unique=1; count=44; first=00 40 00 00 20 00 00 40; last=00 40 00 00 20 00 00 40; samples=00 40 00 00 20 00 00 40,00 40 00 00 20 00 00 40,,0.1,seen_constant,read_only,evidence marker=final_baseline_end_stop_capture_next
swrc,mode_source_button,car_to_adapter,C-CAN,0x523,GW_SWRC_PE,C_ModeSW,swrc_mode_source,,,,,,,,0.0,dbc_candidate,uart_bridge,
swrc,mute_button,car_to_adapter,C-CAN,0x523,GW_SWRC_PE,C_MuteSW,swrc_mute,,,,,,,,0.0,dbc_candidate,uart_bridge,
swrc,seek_down_button,car_to_adapter,C-CAN,0x523,GW_SWRC_PE,C_SeekDnSW,swrc_seek_down,,,,,,,,0.0,dbc_candidate,uart_bridge,
swrc,seek_up_button,car_to_adapter,C-CAN,0x523,GW_SWRC_PE,C_SeekUpSW,swrc_seek_up,,,,,,,,0.0,dbc_candidate,uart_bridge,
swrc,volume_down_button,car_to_adapter,C-CAN,0x523,GW_SWRC_PE,C_VolDnSW,swrc_volume_down,,,,,,,,0.0,dbc_candidate,uart_bridge,
swrc,volume_up_button,car_to_adapter,C-CAN,0x523,GW_SWRC_PE,C_VolUpSW,swrc_volume_up,,,,,,,,0.0,dbc_candidate,uart_bridge,
swrc,phone_answer_button,car_to_adapter,C-CAN,0x523,GW_SWRC_PE,C_BTPhoneCallSW,swrc_phone_answer,,,,,,,,0.0,dbc_candidate,uart_bridge,
swrc,phone_hangup_button,car_to_adapter,C-CAN,0x523,GW_SWRC_PE,C_BTPhoneHangUpSW,swrc_phone_hangup,,,,,,,,0.0,dbc_candidate,uart_bridge,
swrc,voice_button,car_to_adapter,C-CAN,0x523,GW_SWRC_PE,C_SdsSW,swrc_voice,,,,,,,,0.0,dbc_candidate,uart_bridge,
media,hu_source_status,adapter_to_car,M-CAN,0x114,HU_CLU_PE_01,HU_OpState; HU_Navi_On_Off; HU_Track_Number; HU_Frequency,source_state_matrix,,,,,,,,0.2,seen_in_log,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
media,hu_nav_status,adapter_to_car,M-CAN,0x197,HU_CLU_PE_05,HU_MuteStatus; HU_VolumeStatus; HU_NaviStatus; HU_Navigation_On_Off,source_state_matrix,,,,,,,,0.2,seen_in_log,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
media,fm_station_text,adapter_to_car,M-CAN,0x4E8,TP_HU_FM_CLU,Byte0_TCP_and_Data,source_fm_text_16chars,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
media,usb_media_text,adapter_to_car,M-CAN,0x490,TP_HU_USB_CLU,Byte0_TCP_and_Data,global_all_log,ch1,500000,0x490,7,unique=3; count=45040; first=01 00 10 20 00 00 00; last=01 00 10 20 00 00 00; samples=01 00 10 20 00 00 00 | 01 00 00 40 00 00 00 | 01 00 10 40 00 00 00,01 00 10 20 00 00 00,,0.3,seen_in_log,filter_only,main candidate for Music USB spam; evidence marker=global_all_log
media,generic_multimedia_text,adapter_to_car,M-CAN,0x4E6,TP_HU_MLT_CLU,Byte0_TCP_and_Data,global_all_log,ch1,500000,0x4E6,8,unique=147; count=22415; first=49 C4 00 00 83 83 8C 00; last=49 C4 00 00 83 83 8B 00; samples=49 C4 00 00 83 83 8C 00 | 49 C4 00 00 83 83 8D 00 | 49 B9 00 00 80 80 05 00 | 49 B9 00 00 80 80 01 00,49 C4 00 00 83 83 8C 00,49 C4 00 00 83 83 8B 00,0.3,seen_in_log,usb_to_can,evidence marker=global_all_log
media,media_player_text,adapter_to_car,M-CAN,0x4EA,TP_HU_MP_CLU,Byte0_TCP_and_Data,source_media_player_text,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
media,bt_ibox_text,adapter_to_car,M-CAN,0x4EE,TP_HU_IBOX_CLU,Byte0_TCP_and_Data,source_bt_music,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
media,handsfree_phone,adapter_to_car,M-CAN,0x485,TP_HU_CLU_HF,Byte0_TCP_and_Data,phone_call_test,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
media,android_auto_text,adapter_to_car,M-CAN,0x4F4,TP_HU_ANDAUTO_CLU,Byte0_TCP_and_Data,global_all_log,ch1,500000,0x4F4,8,unique=10; count=44377; first=00 00 C0 00 00 00 00 01; last=00 00 C0 00 00 00 00 01; samples=00 00 C0 00 00 00 00 01 | 00 00 C0 00 00 00 00 00 | 00 01 C0 00 00 00 30 01 | 00 01 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,,0.3,seen_in_log,usb_to_can,do not confuse with C-CAN 0x4F4 SPAS12; evidence marker=global_all_log
media,carplay_text,adapter_to_car,M-CAN,0x4F2,TP_HU_CARPLAY_CLU,Byte0_TCP_and_Data,source_carplay,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
navigation,tbt_status,adapter_to_car,M-CAN,0x115,HU_CLU_PE_02,TBT_Display_Type; TBT_Direction; TBT_Distance_Turn_Point; TBT_Bar_Graph_Level,nav_tbt_maneuvers,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
navigation,tbt_text_transport,adapter_to_car,M-CAN,0x4BB,TP_HU_TBT_CLU,Byte0_TCP_and_Data,nav_tbt_text,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
navigation,navi_text_transport,adapter_to_car,M-CAN,0x49B,TP_HU_NAVI_CLU,Byte0_TCP_and_Data,nav_street_text,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
navigation,distance_eta,adapter_to_car,M-CAN,0x1E6,HU_CLU_PE_12,Navi_DistToDest_I; Navi_DistToDest_F; Navi_DistToDest_U; Navi_EstimHour; Navi_EstimMin; Navi_Compass,nav_distance_eta,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
navigation,next_maneuver_points,adapter_to_car,M-CAN,0x1E7,HU_CLU_PE_13,Navi_DistToPoint1; Navi_DistToPoint2; Navi_DistToPoint3,nav_next_points,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
navigation,speed_limit,adapter_to_car,M-CAN,0x1E5,HU_CLU_PE_11,Navi_SpdLimit,nav_speed_limit,,,,,,,,0.0,disabled,blocked,can trigger errors on trims without feature
amp,main_amp_settings,adapter_to_car,M-CAN,0x00F,HU_AMP_E_08,AMP_MainVolumeSet; AMP_BalanceSet; AMP_FadeSet; AMP_BassSet; AMP_MidSet; AMP_TrebleSet,amp_settings_test,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
amp,amp_state_from_amp,car_to_adapter,M-CAN,0x183,AMP_HU_PE_03,AMP_MainVolumeSetting; AMP_BalanceSetting; AMP_FadeSetting; AMP_BassSetting; AMP_MidSetting; AMP_TrebleSetting,amp_state_read,,,,,,,,0.0,dbc_candidate,read_only,
climate,hu_driver_temp_up_down,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_DrTempUpDn,climate_driver_temp_steps,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
climate,hu_passenger_temp_up_down,adapter_to_car,M-CAN,0x034,HU_DATC_E_02,HU_DATC_PsTempUpDn,climate_passenger_temp_steps,,,,,,,,0.0,firmware_apk_candidate,usb_to_can,"adapter-to-car path inferred from APK/firmware; requires transmit test, not car raw log"
